time_1,pitch_1,yaw_1,time_2,pitch_2,yaw_2,time_3,pitch_3,yaw_3,time_4,pitch_4,yaw_4,time_5,pitch_5,yaw_5,time_6,pitch_6,yaw_6,time_7,pitch_7,yaw_7,time_8,pitch_8,yaw_8,time_9,pitch_9,yaw_9,time_10,pitch_10,yaw_10,time_11,pitch_11,yaw_11,time_12,pitch_12,yaw_12,time_13,pitch_13,yaw_13,time_14,pitch_14,yaw_14,time_15,pitch_15,yaw_15,time_16,pitch_16,yaw_16,time_17,pitch_17,yaw_17,time_18,pitch_18,yaw_18,time_19,pitch_19,yaw_19,time_20,pitch_20,yaw_20,time_21,pitch_21,yaw_21,time_22,pitch_22,yaw_22,time_23,pitch_23,yaw_23,time_24,pitch_24,yaw_24,time_25,pitch_25,yaw_25,time_26,pitch_26,yaw_26,time_27,pitch_27,yaw_27,time_28,pitch_28,yaw_28,time_29,pitch_29,yaw_29,time_30,pitch_30,yaw_30,time_31,pitch_31,yaw_31,time_32,pitch_32,yaw_32,time_33,pitch_33,yaw_33,time_34,pitch_34,yaw_34,time_35,pitch_35,yaw_35,time_36,pitch_36,yaw_36,time_37,pitch_37,yaw_37,time_38,pitch_38,yaw_38,time_39,pitch_39,yaw_39,time_40,pitch_40,yaw_40,time_41,pitch_41,yaw_41,time_42,pitch_42,yaw_42,time_43,pitch_43,yaw_43,time_44,pitch_44,yaw_44,time_45,pitch_45,yaw_45,time_46,pitch_46,yaw_46,time_47,pitch_47,yaw_47,time_48,pitch_48,yaw_48,time_49,pitch_49,yaw_49,time_50,pitch_50,yaw_50,time_51,pitch_51,yaw_51,time_52,pitch_52,yaw_52,time_53,pitch_53,yaw_53,time_54,pitch_54,yaw_54
0.5,27.54033999,29.36849979,0.5,15.01527185,10.92693595,0.5,22.16502136,-2.206103588,0.5,29.41873164,21.62294181,0.5,22.46188998,-27.08661069,0.5,29.41655251,24.2032109,0.5,25.50722764,29.80286603,0.5,13.93509669,13.35009109,0.5,27.72969123,37.3289489,0.5,31.66943741,-3.728490284,0.5,29.11817607,-5.079418461,0.5,26.48439573,-22.43008593,0.5,26.30454066,23.2331475,0.5,25.07633425,34.72241037,0.5,28.27105333,10.19990908,0.5,16.37124516,23.98070359,0.5,15.40753049,23.1501002,0.5,18.21294183,23.35940301,0.5,30.22641306,-13.87915211,0.5,24.63392196,5.23684078,0.5,30.51619722,-11.32900651,0.5,19.20019344,30.84122427,0.5,23.08171837,32.27880638,0.5,38.12157684,33.59247467,0.5,22.58436666,13.12226088,0.5,18.19091014,38.28548881,0.5,17.75506527,11.29074835,0.5,30.36933071,15.93271108,0.5,28.90443601,-1.34395613,0.5,20.50905739,14.75242395,0.5,24.4271226,19.26401198,0.5,18.59358861,15.38139208,0.5,21.54197053,13.02964986,0.5,23.80934234,0.129303524,0.5,25.03392094,2.013633,0.5,31.83205798,25.82544593,0.5,22.5737456,-7.472153872,0.5,20.47076546,11.29837981,0.5,17.67995041,14.03042673,0.5,26.26163353,0.358036907,0.5,28.21259323,-21.44662065,0.5,24.81460976,-33.57278976,0.5,23.07193783,23.17507369,0.5,22.17410922,1.319886503,0.5,25.46155794,-2.362972399,0.5,21.78099593,-4.247374712,0.5,27.21095873,23.76897989,0.5,29.59807149,24.31127999,0.5,19.31288634,24.32066238,0.5,23.85296349,23.27790084,0.5,20.34599385,-11.81288627,0.5,31.48771352,-19.959864,0.5,25.44483269,36.48702532,0.5,18.44676714,13.70276391
0.55,27.388971,29.79272022,0.55,14.78554353,11.17047964,0.55,22.13752014,-2.055944871,0.55,29.32941445,22.0068366,0.55,22.49678464,-27.34859512,0.55,29.31333797,24.6057056,0.55,25.33579209,30.2243544,0.55,13.67432314,13.59466408,0.55,27.5401069,37.79634799,0.55,31.75914454,-3.609422757,0.55,29.18343722,-4.977834346,0.55,26.55957499,-22.63744178,0.55,26.17654592,23.61751861,0.55,24.8942119,35.21938719,0.55,28.24135391,10.47992012,0.55,16.10252765,24.28766077,0.55,15.13116775,23.44779328,0.55,17.97050021,23.67890458,0.55,30.33684931,-13.91949348,0.55,24.5772748,5.474736233,0.55,30.62398571,-11.35179963,0.55,18.94036166,31.20079186,0.55,22.85330032,32.66621687,0.55,38.11684423,34.2069735,0.55,22.4401581,13.41421201,0.55,17.9048013,38.69510889,0.55,17.56292218,11.5480552,0.55,30.32591325,16.27721812,0.55,28.94796202,-1.193003248,0.55,20.33042082,15.04096562,0.55,24.29376801,19.60708806,0.55,18.38562153,15.66240567,0.55,21.38750376,13.31466883,0.55,23.78227991,0.307452255,0.55,25.00490115,2.22997582,0.55,31.76752245,26.27390564,0.55,22.58697499,-7.386380795,0.55,20.31759399,11.56568027,0.55,17.46808306,14.30042872,0.55,26.26219269,0.532534351,0.55,28.30739171,-21.64040317,0.55,24.89980547,-33.83898023,0.55,22.88428751,23.52094035,0.55,22.11952178,1.519093559,0.55,25.46998487,-2.224476437,0.55,21.7689502,-4.105049494,0.55,27.09324976,24.1644622,0.55,29.52243296,24.74332924,0.55,19.07264691,24.64446522,0.55,23.6811984,23.63463454,0.55,20.34749196,-11.82687403,0.55,31.62070397,-20.14716574,0.55,25.2505226,36.96980813,0.55,18.25135799,13.97395979
0.6,27.19878515,30.16719368,0.6,14.53057955,11.39533164,0.6,22.07263896,-1.901701997,0.6,29.19574214,22.35232076,0.6,22.4921774,-27.55904491,0.6,29.16681239,24.96561758,0.6,25.1265766,30.59465378,0.6,13.39088183,13.81713613,0.6,27.31609808,38.20376043,0.6,31.7941368,-3.482260507,0.6,29.19864495,-4.865949431,0.6,26.58615976,-22.79887558,0.6,26.00594581,23.95980032,0.6,24.67088344,35.6503598,0.6,28.16181997,10.74060053,0.6,15.80997299,24.55831601,0.6,14.83166043,23.71003844,0.6,17.7008003,23.96182336,0.6,30.39495764,-13.93179976,0.6,24.48137359,5.703694586,0.6,30.67510117,-11.34997801,0.6,18.65539392,31.51507912,0.6,22.59667308,33.0063228,0.6,38.05038174,34.74530641,0.6,22.26287121,13.68504196,0.6,17.59527064,39.04782091,0.6,17.34144807,11.78634865,0.6,30.234425,16.59249158,0.6,28.94132292,-1.038877434,0.6,20.12075056,15.30573601,0.6,24.11886563,19.91518292,0.6,18.14938242,15.91887302,0.6,21.20027718,13.57843438,0.6,23.71533551,0.485627329,0.6,24.93738679,2.442820262,0.6,31.65235477,26.67216282,0.6,22.56333558,-7.287732048,0.6,20.13068178,11.81380685,0.6,17.2284568,14.54764269,0.6,26.21761618,0.70682447,0.6,28.35041984,-21.78934958,0.6,24.95037295,-34.0504712,0.6,22.66441443,23.830491,0.6,22.02893165,1.716063271,0.6,25.43425482,-2.081139343,0.6,21.72250658,-3.955836426,0.6,26.93152306,24.5163467,0.6,29.39514119,25.12639042,0.6,18.80618482,24.93213426,0.6,23.47425796,23.95315644,0.6,20.31219694,-11.81896407,0.6,31.69439824,-20.28986678,0.6,25.01916803,37.38857248,0.6,18.02524535,14.22208211
0.65,26.97810161,30.50180326,0.65,14.25518567,11.60414116,0.65,21.97759525,-1.744823567,0.65,29.02699349,22.66667594,0.65,22.4559112,-27.72918198,0.65,28.98611344,25.29115498,0.65,24.8876339,30.92399894,0.65,13.08924389,14.02087495,0.65,27.06528418,38.56350014,0.65,31.78542126,-3.349303855,0.65,29.1738026,-4.746489661,0.65,26.5738647,-22.92434685,0.65,25.80159105,24.26812858,0.65,24.41509832,36.02878727,0.65,28.04245615,10.98522447,0.65,15.49866874,24.79960198,0.65,14.51392766,23.94356135,0.65,17.4095837,24.21514314,0.65,30.41126459,-13.92240412,0.65,24.35393192,5.924764416,0.65,30.68089621,-11.32909981,0.65,18.35080966,31.79316429,0.65,22.31806815,33.30862434,0.65,37.9354489,35.222532,0.65,22.05914774,13.93818979,0.65,17.26755402,39.35547874,0.65,17.09631934,12.00854282,0.65,30.10476252,16.88381698,0.65,28.89452493,-0.882860374,0.65,19.8862893,15.55074685,0.65,23.91089564,20.19488281,0.65,17.89056444,16.15493275,0.65,20.98683046,13.82442797,0.65,23.6162773,0.663163278,0.65,24.83891503,2.652097736,0.65,31.4972102,27.0300024,0.65,22.51002828,-7.179441021,0.65,19.91664728,12.04583695,0.65,16.96658503,14.7757882,0.65,26.13681665,0.880309207,0.65,28.35205867,-21.90317687,0.65,24.97321262,-34.21939965,0.65,22.41912272,24.11061302,0.65,21.90924624,1.910523031,0.65,25.36306486,-1.934551214,0.65,21.64827027,-3.801794126,0.65,26.73494243,24.8330855,0.65,29.22689401,25.46998718,0.65,18.51911328,25.19054512,0.65,23.23952171,24.24078402,0.65,20.24733715,-11.79417212,0.65,31.72073214,-20.3975599,0.65,24.75878475,37.75647176,0.65,17.77449762,14.45099622
0.7,26.73292895,30.80381249,0.7,13.96288783,11.79883274,0.7,21.85765497,-1.586360106,0.7,28.82989787,22.955277,0.7,22.39370703,-27.86727086,0.7,28.777859,25.58836976,0.7,24.6247869,31.2199111,0.7,12.77269437,14.20834178,0.7,26.79313149,38.88457992,0.7,31.74103888,-3.212236502,0.7,29.1162199,-4.621450801,0.7,26.52979081,-23.02121775,0.7,25.56991125,24.54850428,0.7,24.13318184,36.36458129,0.7,27.89056481,11.21622488,0.7,15.17230866,25.01659561,0.7,14.18154628,24.15328842,0.7,17.10102045,24.44398359,0.7,30.39346113,-13.89597729,0.7,24.20056634,6.138727577,0.7,30.64968413,-11.29327627,0.7,18.03059007,32.04168278,0.7,22.0219691,33.58006677,0.7,37.78160905,35.64985506,0.7,21.83381634,14.17618583,0.7,16.92541056,39.62672773,0.7,16.83168149,12.21676589,0.7,29.94412109,17.15510951,0.7,28.81487885,-0.725881136,0.7,19.63158083,15.77894383,0.7,23.67603498,20.45104692,0.7,17.61331593,16.37362,0.7,20.75192273,14.05520812,0.7,23.49077079,0.839584159,0.7,24.71497147,2.85777363,0.7,31.30981181,27.35466539,0.7,22.43231357,-7.063866324,0.7,19.68031575,12.2640284,0.7,16.68649138,14.98758978,0.7,26.02630167,1.052563257,0.7,28.31989545,-21.98907454,0.7,24.97331758,-34.35463434,0.7,22.15334134,24.36636207,0.7,21.76549515,2.102282254,0.7,25.26276996,-1.785867976,0.7,21.55105594,-3.644415412,0.7,26.51016256,25.12091614,0.7,29.02547092,25.78117783,0.7,18.21549772,25.42473418,0.7,22.98234076,24.50289492,0.7,20.15821668,-11.75618524,0.7,31.7084318,-20.47736659,0.7,24.47514586,38.08315868,0.7,17.50354493,14.66353502
0.75,26.46771449,31.07868684,0.75,13.65634537,11.98083541,0.75,21.71674919,-1.427089573,0.75,28.60945459,23.22218479,0.75,22.30983852,-27.9795333,0.75,28.54695943,25.86182948,0.75,24.34235016,31.48804801,0.75,12.44371537,14.38138039,0.75,26.50366103,39.17375599,0.75,31.66700132,-3.072314729,0.75,29.03136371,-4.492323551,0.75,26.45925121,-23.09504789,0.75,25.31569026,24.80545617,0.75,23.82981905,36.66520754,0.75,27.71160023,11.43545064,0.75,14.83364299,25.21310746,0.75,13.83718382,24.3429179,0.75,16.77821562,24.65218987,0.75,30.34729959,-13.85603717,0.75,24.02546368,6.346180685,0.75,30.58769389,-11.24561116,0.75,17.69767928,32.26560485,0.75,21.71168329,33.82585393,0.75,37.59592768,36.03579107,0.75,21.59047517,14.40093733,0.75,16.57160777,39.86802801,0.75,16.55064001,12.4126065,0.75,29.75785753,17.40933707,0.75,28.70785058,-0.568625375,0.75,19.36001584,15.99254232,0.75,23.41889112,20.68734276,0.75,17.32073745,16.57721512,0.75,20.49910382,14.27270013,0.75,23.343044,1.014542951,0.75,24.5696439,3.059834921,0.75,31.09589272,27.65163181,0.75,22.3341264,-6.942765548,0.75,19.42529175,12.47007492,0.75,16.39118866,15.18509106,0.75,25.89093317,1.223279443,0.75,28.25960614,-22.0524757,0.75,24.95439329,-34.46280699,0.75,21.87073015,24.60154057,0.75,21.60142608,2.291204368,0.75,25.13812162,-1.635946555,0.75,21.43445638,-3.484806076,0.75,26.26213291,25.38454811,0.75,28.79666361,26.06530995,0.75,17.89835723,25.63848305,0.75,22.70669132,24.74353648,0.75,20.04882058,-11.70777369,0.75,31.6640255,-20.5346836,0.75,24.17251311,38.3758831,0.75,17.21570335,14.86182279
0.8,26.18581965,31.33062341,0.8,13.33761516,12.15123025,0.8,21.55786965,-1.267598635,0.8,28.36945504,23.47052992,0.8,22.20756439,-28.070743,0.8,28.29713441,26.11505175,0.8,24.04358821,31.73275248,0.8,12.10423029,14.54140255,0.8,26.1998944,39.43619859,0.8,31.56789319,-2.930490997,0.8,28.92340479,-4.360240202,0.8,26.36630229,-23.15011392,0.8,25.04256135,25.0424704,0.8,23.50855319,36.93640014,0.8,27.50971749,11.64433412,0.8,14.48476475,25.39205921,0.8,13.48287398,24.51528592,0.8,16.44353176,24.8427112,0.8,30.27717006,-13.80528158,0.8,23.83180813,6.547587586,0.8,30.49968593,-11.18848896,0.8,17.35430159,32.4687332,0.8,21.38970301,34.04996846,0.8,37.38373337,36.38693221,0.8,21.33186339,14.61391177,0.8,16.20822726,40.08430878,0.8,16.25557451,12.59727225,0.8,29.55004183,17.64879496,0.8,28.577608,-0.411606518,0.8,19.07418008,16.19324299,0.8,23.14297194,20.90659331,0.8,17.01519865,16.76746736,0.8,20.2310788,14.47838227,0.8,23.17631421,1.187782197,0.8,24.40604029,3.258282079,0.8,30.8597968,27.92513055,0.8,22.21847051,-6.817472164,0.8,19.15432571,12.66527081,0.8,16.08298463,15.36985653,0.8,25.73441534,1.392233172,0.8,28.17552315,-22.09756198,0.8,24.91925008,-34.54897583,0.8,21.57406494,24.81906906,0.8,21.41988641,2.477188514,0.8,24.99274273,-1.485432723,0.8,21.30120629,-3.323800096,0.8,25.99461096,25.62760818,0.8,28.54487174,26.32651305,0.8,17.56998284,25.83469265,0.8,22.41559068,24.9658182,0.8,19.92220499,-11.6510584,0.8,31.59249524,-20.57367398,0.8,23.85409976,38.64020047,0.8,16.91351032,15.04748376
0.85,25.88983162,31.56290326,0.85,13.00832608,12.31084877,0.85,21.38333067,-1.108336995,0.85,28.1128264,23.70276885,0.85,22.0894145,-28.14462383,0.85,28.03125272,26.350794,0.85,23.7310163,31.95741742,0.85,11.75576466,14.68951127,0.85,25.88414426,39.67593631,0.85,31.44727134,-2.787497071,0.85,28.79558036,-4.226073037,0.85,26.254096,-23.18975913,0.85,24.75333377,25.26227749,0.85,23.17211288,37.1826391,0.85,27.2881365,11.84400349,0.85,14.12729774,25.55573336,0.85,13.12019773,24.67260863,0.85,16.098801,25.01785156,0.85,30.18648241,-13.74581204,0.85,23.62206352,6.743314153,0.85,30.38936172,-11.12376947,0.85,17.00216893,32.65403153,0.85,21.0579412,34.25551547,0.85,37.14911676,36.70846519,0.85,21.06010568,14.81625855,0.85,15.83686405,40.2794003,0.85,15.94834633,12.77169519,0.85,29.32382118,17.87528964,0.85,28.42738358,-0.255213548,0.85,18.7760838,16.38237479,0.85,22.85099645,21.11100894,0.85,16.69854708,16.94574323,0.85,19.94994841,14.67340935,0.85,22.99307043,1.359107586,0.85,24.22656457,3.453123561,0.85,30.60487406,28.17848119,0.85,22.08767947,-6.689013381,0.85,18.86955622,12.85062036,0.85,15.76368363,15.54310538,0.85,25.55961799,1.559258545,0.85,28.07101191,-22.12760359,0.85,24.8700602,-34.61706593,0.85,21.26549035,25.02123239,0.85,21.22307538,2.660157086,0.85,24.82944241,-1.334819927,0.85,21.15342259,-3.16203629,0.85,25.71050063,25.85293795,0.85,28.27349658,26.56802978,0.85,17.23214639,26.01563054,0.85,22.11137082,25.17217245,0.85,19.78075647,-11.58769012,0.85,31.49770957,-20.59759942,0.85,23.5223732,38.88044308,0.85,16.59894633,15.22178087
0.9,25.58177351,31.77813201,0.9,12.6697974,12.46034067,0.9,21.19494714,-0.949654786,0.9,27.84186426,23.92085931,0.9,21.95738422,-28.20412347,0.9,27.75156188,26.57125179,0.9,23.40660352,32.16473525,0.9,11.39955492,14.826585,0.9,25.55820916,39.89615847,0.9,31.3079369,-2.64390137,0.9,28.65044109,-4.090502059,0.9,26.12511994,-23.21663462,0.9,24.45021416,25.46704903,0.9,22.82263317,37.40747777,0.9,27.04939002,12.03536005,0.9,13.76252358,25.70594298,0.9,12.75040575,24.81664699,0.9,15.74546838,25.17944051,0.9,30.07792648,-13.67928793,0.9,23.39816505,6.933651932,0.9,30.2596433,-11.05292244,0.9,16.64262063,32.82384773,0.9,20.71788994,34.44495581,0.9,36.89526707,37.00453019,0.9,20.77687805,15.00889182,0.9,15.45876033,40.45632704,0.9,15.63043975,12.93660399,0.9,29.08166694,18.09026489,0.9,28.25972155,-0.099743942,0.9,18.46731723,16.56099256,0.9,22.54510595,21.30234658,0.9,16.3722496,17.11312765,0.9,19.65737205,14.858697,0.9,22.79526549,1.528369651,0.9,24.03310384,3.644371912,0.9,30.33374841,28.41432914,0.9,21.94359413,-6.558190783,0.9,18.57267496,13.02691285,0.9,15.43472323,15.70580292,0.9,25.3687968,1.724231846,0.9,27.94872754,-22.14519427,0.9,24.80853087,-34.67016942,0.9,20.94669072,25.20984734,0.9,21.01271544,2.84004691,0.9,24.65043056,-1.184489769,0.9,20.99276751,-3.000010744,0.9,25.41208165,26.06279809,0.9,27.98520835,26.79244425,0.9,16.88624134,26.18309893,0.9,21.79586348,25.36453245,0.9,19.6263692,-11.5189724,0.9,31.38271862,-20.60905063,0.9,23.17925871,39.10004196,0.9,16.27358559,15.38571061
0.95,25.26324974,31.97840806,0.95,12.32312101,12.60022179,0.95,20.9941585,-0.791829007,0.95,27.55839407,24.12638332,0.95,21.81306971,-28.25160571,0.95,27.45984737,26.77819783,0.95,23.07191336,32.35687242,0.95,11.0366236,14.95333671,0.95,25.22350754,40.09942593,0.95,31.15212499,-2.50014941,0.95,28.49002331,-3.954062677,0.95,25.98136477,-23.23286947,0.95,24.13496028,25.65853575,0.95,22.46180842,37.61377262,0.95,26.79549665,12.21913257,0.95,13.39146973,25.84415002,0.95,12.37450319,24.94882148,0.95,15.38469132,25.32895231,0.95,29.95365352,-13.60703529,0.95,23.16165278,7.118834543,0.95,30.11286876,-10.97712281,0.95,16.27671982,32.98006914,0.95,20.37072971,34.62026837,0.95,36.62470457,37.27847477,0.95,20.48352287,15.1925484,0.95,15.0748975,40.61751147,0.95,15.30306037,13.09257481,0.95,28.82554637,18.2948904,0.95,28.07665019,0.05457309,0.95,18.14915865,16.72994515,0.95,22.22701098,21.48202137,0.95,16.03749062,17.27049456,0.95,19.35468111,15.03498065,0.95,22.58444982,1.6954507,0.95,23.82715851,3.832040886,0.95,30.04850323,28.63481109,0.95,21.78768626,-6.425636777,0.95,18.26504156,13.19477495,0.95,15.0972693,15.85872455,0.95,25.16374679,1.887059795,0.95,27.81079384,-22.15241716,0.95,24.73602384,-34.71075503,0.95,20.61900836,25.38637962,0.95,20.79017154,3.0168027,0.95,24.45746731,-1.034740536,0.95,20.82056183,-2.83811358,0.95,25.10116891,26.25901165,0.95,27.68213209,27.00184301,0.95,16.5333803,26.33855168,0.95,21.47052839,25.54445657,0.95,19.46056874,-11.44594819,0.95,31.24996011,-20.61011052,0.95,22.82627994,39.30175202,0.95,15.93870091,15.54006966
1,24.93554864,32.16544272,1,11.96921957,12.73090916,1,20.78211657,-0.63508274,1,27.26388543,24.32063527,1,21.65776404,-28.28898829,1,27.15754526,26.97308136,1,22.728203,32.53559396,1,10.66783233,15.07035635,1,24.88117205,40.28782112,1,30.98163983,-2.356592907,1,28.31597171,-3.817179956,1,25.8244434,-23.24019308,1,23.80899019,25.8381663,1,22.09100046,37.80384767,1,26.52808415,12.39591627,1,13.01497164,25.97154942,1,11.99330967,25.07029384,1,15.01740995,25.46759077,1,29.81540536,-13.53012496,1,22.91376662,7.299049243,1,29.95093166,-10.89731934,1,15.90532154,33.12423286,1,20.01740632,34.78306539,1,36.33944483,37.53303719,1,20.18113067,15.36782914,1,14.68606096,40.76491884,1,14.96720511,13.24006797,1,28.5570445,18.49012531,1,27.87980457,0.207559857,1,17.8226511,16.88992422,1,21.8980959,21.65118676,1,15.69524175,17.41855753,1,19.04295954,15.20285764,1,22.36186659,1.860255186,1,23.6099347,4.016143211,1,29.75081295,28.84167381,1,21.6211464,-6.291854944,1,17.94776551,13.35470846,1,14.75228331,16.00250164,1,24.94591161,2.047670973,1,27.65893076,-22.15096422,1,24.6536398,-34.74081734,1,20.28352733,25.5520272,1,20.55653599,3.190371981,1,24.25196952,-0.885807763,1,20.63786524,-2.676655361,1,24.7792254,26.44306667,1,27.36597973,27.19793073,1,16.17446391,26.48317758,1,21.13654418,25.71321713,1,19.28460055,-11.36946188,1,31.10140612,-20.60247207,1,22.46465801,39.48781267,1,15.59533834,15.68550263
1.05,24.59971651,32.3406475,1.05,11.60888823,12.85274707,1.05,20.55974915,-0.479599529,1.05,26.9595348,24.504686,1.05,21.49252676,-28.31784347,1.05,26.84582361,27.15710052,1.05,22.37649505,32.70235415,1.05,10.29391965,15.17814188,1.05,24.53211716,40.46305689,1.05,30.79795267,-2.213511091,1.05,28.12962822,-3.680193662,1.05,25.65567755,-23.24002481,1.05,23.47346115,26.00711938,1.05,21.71131642,37.97961435,1.05,26.24847897,12.56620127,1.05,12.6337176,26.08913015,1.05,11.60750256,25.18202632,1.05,14.6443979,25.59635087,1.05,29.66460809,-13.44942982,1.05,22.65551529,7.47444518,1.05,29.77538234,-10.81428495,1.05,15.52912168,33.25760566,1.05,19.65868635,34.93467602,1.05,36.04111689,37.77048086,1.05,19.87059924,15.53522906,1.05,14.29288659,40.90016187,1.05,14.62371308,13.37945516,1.05,28.27745242,18.67676458,1.05,27.67051555,0.359077879,1.05,17.48865783,17.04149977,1.05,21.55949452,21.81079292,1.05,15.34631212,17.5579066,1.05,18.72310217,15.36281804,1.05,22.12852057,2.022702341,1.05,23.3824112,4.196688767,1.05,29.44203807,29.03636084,1.05,21.44494748,-6.157249403,1.05,17.62176571,13.50711794,1.05,14.40057111,16.13765513,1.05,24.71646266,2.206009359,1.05,27.49454689,-22.14222374,1.05,24.56227911,-34.76198514,1.05,19.9411338,25.70778084,1.05,20.31269001,3.360700935,1.05,24.03508775,-0.737879386,1.05,20.44553427,-2.515886494,1.05,24.44744397,26.61619114,1.05,27.0381457,27.38211494,1.05,15.81023054,26.61796063,1.05,20.79487396,25.87186487,1.05,19.09949429,-11.29020471,1.05,30.93866961,-20.58752486,1.05,22.0953828,39.6600646,1.05,15.24437114,15.82253714
1.1,24.25661179,32.5051987,1.1,11.24282474,12.96602701,1.1,20.32780655,-0.325534509,1.1,26.64632617,24.67943045,1.1,21.31823516,-28.33947266,1.1,26.5256421,27.33125606,1.1,22.01763001,32.85836351,1.1,9.915528368,15.2771224,1.1,24.17708856,40.62655675,1.1,30.60227404,-2.07112657,1.1,27.93209756,-3.543376871,1.1,25.4761614,-23.23354053,1.1,23.12932764,26.16637714,1.1,21.32366595,38.14266034,1.1,25.95777241,12.73039363,1.1,12.24828166,26.19772022,1.1,11.21764863,25.28482539,1.1,14.26629952,25.7160643,1.1,29.50244122,-13.36566726,1.1,22.38772723,7.645139357,1.1,29.58750281,-10.72865429,1.1,15.14869281,33.38124287,1.1,19.29519749,35.07620778,1.1,35.73104978,37.99269458,1.1,19.55267727,15.69515969,1.1,13.89589471,41.0245779,1.1,14.2733029,13.51104001,1.1,27.98783221,18.85547334,1.1,27.44987528,0.509018644,1.1,17.1479032,17.18514655,1.1,21.212146,21.96163009,1.1,14.99138538,17.68903567,1.1,18.39585776,15.5152675,1.1,21.88522884,2.182720333,1.1,23.14538881,4.373683029,1.1,29.12329489,29.22007699,1.1,21.25989162,-6.022146543,1.1,17.28781448,13.65233151,1.1,14.04281863,16.2646206,1.1,24.47635747,2.362029314,1.1,27.31880765,-22.12734544,1.1,24.46268624,-34.77560138,1.1,19.59256035,25.85446881,1.1,20.05934933,3.527730816,1.1,23.80776306,-0.591107153,1.1,20.24426465,-2.356011831,1.1,24.10680741,26.77940851,1.1,26.69977729,27.55556892,1.1,15.44129264,26.7437246,1.1,20.44631352,26.02127672,1.1,18.90611144,-11.20874863,1.1,30.76308304,-20.56641966,1.1,21.71926505,39.8200361,1.1,14.88653958,15.95161006
1.15,23.90694544,32.6600858,1.15,10.87165135,13.07100312,1.15,20.08689611,-0.173023389,1.15,26.32507645,24.84562332,1.15,21.13562254,-28.35496248,1.15,26.19779666,27.49639154,1.15,21.65230543,33.00463905,1.15,9.533225494,15.36767552,1.15,23.81669986,40.77951492,1.15,30.39560776,-1.929617318,1.15,27.72429629,-3.406950016,1.15,25.28680941,-23.22172296,1.15,22.77738472,26.3167654,1.15,20.92880371,38.29431622,1.15,25.65687024,12.8888312,1.15,11.85914803,26.29802044,1.15,10.82422763,25.37937452,1.15,13.88365767,25.82743357,1.15,29.32988943,-13.27943131,1.15,22.11108894,7.811220958,1.15,29.38836288,-10.64095207,1.15,14.76451083,33.49603237,1.15,18.92745872,35.20859264,1.15,35.41033694,38.20126828,1.15,19.22799696,15.84796607,1.15,13.49551523,41.13928644,1.15,13.91660055,13.63507416,1.15,27.68906558,19.02681281,1.15,27.21878625,0.65729654,1.15,16.80100316,17.32126411,1.15,20.85683658,22.10436131,1.15,14.63104716,17.81236331,1.15,18.0618612,15.6605447,1.15,21.63265872,2.340241387,1.15,22.89952726,4.547125649,1.15,28.79550764,29.39383679,1.15,21.06664501,-5.886811347,1.15,16.94657067,13.79061671,1.15,13.67961841,16.38376735,1.15,24.22638323,2.515691521,1.15,27.13268635,-22.10728962,1.15,24.3554829,-34.78278298,1.15,19.23841908,25.99279044,1.15,19.79709843,3.691394707,1.15,23.57076921,-0.445615439,1.15,20.03462273,-2.197201972,1.15,23.75813335,26.93357942,1.15,26.35182723,27.71927927,1.15,15.06816389,26.86116636,1.15,20.09152726,26.16219155,1.15,18.70518108,-11.1255718,1.15,30.57575725,-20.54011727,1.15,21.33697512,39.96900773,1.15,14.52248059,16.07308753
1.2,23.55131144,32.80614837,1.2,10.49593057,13.16790427,1.2,19.83750807,-0.02219007,1.2,25.99646976,25.00390637,1.2,20.94530721,-28.36522755,1.2,25.8629531,27.65322409,1.2,21.28110547,33.1420426,1.2,9.147516729,15.45014056,1.2,23.4514601,40.92294201,1.2,30.17879191,-1.789125868,1.2,27.50698991,-3.271091636,1.2,25.08839247,-23.20540001,1.2,22.41830093,26.45898433,1.2,20.52736146,38.43570639,1.2,25.34653056,13.04179565,1.2,11.46672951,26.39062994,1.2,10.42765003,25.46625899,1.2,13.49693461,25.93105793,1.2,29.14778183,-13.19121712,1.2,21.82617433,7.972754526,1.2,29.17886285,-10.55161475,1.2,14.37697506,33.60272804,1.2,18.55590289,35.3326219,1.2,35.07988475,38.39755103,1.2,18.89709881,15.99393973,1.2,13.09210665,41.24523291,1.2,13.55416028,13.75176993,1.2,27.3818907,19.19126002,1.2,26.97799842,0.803843325,1.2,16.44848837,17.45019218,1.2,20.49423126,22.23954741,1.2,14.26580586,17.92824861,1.2,17.72165796,15.79893473,1.2,21.37135654,2.495197516,1.2,22.64537338,4.717009136,1.2,28.45944782,29.55850158,1.2,20.86576426,-5.75145983,1.2,16.5986048,13.92219309,1.2,13.31148957,16.49541315,1.2,23.96718988,2.666959564,1.2,26.93700289,-22.08286477,1.2,24.241193,-34.78446635,1.2,18.87922651,26.1233416,1.2,19.52641712,3.851614466,1.2,23.32474454,-0.301508249,1.2,19.8170689,-2.039602296,1.2,23.40210821,27.07943369,1.2,25.99509359,27.87408214,1.2,14.69127956,26.97088122,1.2,19.73107536,26.29523755,1.2,18.49732724,-11.04107829,1.2,30.37762614,-20.50942601,1.2,20.94907218,40.10806157,1.2,14.15275006,16.18728046
